state,label,n,state_n,pct,p05,p50,p95,dated_n,s_p05,s_p50,s_p95,outlier_flags,status_details,cleaning_action
NC,INACTIVE / (none) / Not Registered,77,2884628,0.003,1919.0,1996.0,2025.0,31.0,1983,2016,2026,RARE: <0.01% of state,Not Registered,
NC,ACTIVE / (none) / (none),37,2884628,0.001,1976.0,2018.0,2021.0,36.0,1983,2016,2026,RARE: <0.01% of state,(none),
NC,INACTIVE / DISSOLVED / Judicial Dissolution,37,2884628,0.001,1963.0,2003.0,2021.0,37.0,1983,2016,2026,RARE: <0.01% of state,Judicial Dissolution,
NC,INACTIVE / (none) / (none),19,2884628,0.001,1938.0,2003.0,2021.0,19.0,1983,2016,2026,RARE: <0.01% of state,(none),
NC,INACTIVE / (none) / Certification,7,2884628,0.0,1997.0,2015.0,2025.0,7.0,1983,2016,2026,RARE: <0.01% of state,Certification,
NC,INACTIVE / DISSOLVED / Court Ordered Dissolution,7,2884628,0.0,1979.0,1994.0,2007.0,7.0,1983,2016,2026,RARE: <0.01% of state,Court Ordered Dissolution,
NC,INACTIVE / (none) / To Foreign Ins.,6,2884628,0.0,1972.0,1981.0,2018.0,6.0,1983,2016,2026,RARE: <0.01% of state,To Foreign Ins.,
NC,ACTIVE / (none) / Current-Active,4,2884628,0.0,2017.0,2023.0,2023.0,4.0,1983,2016,2026,RARE: <0.01% of state,Current-Active,
NC,ACTIVE / (none) / Current-Active AR Error,2,2884628,0.0,1997.0,1997.0,2007.0,2.0,1983,2016,2026,RARE: <0.01% of state,Current-Active AR Error,
NC,INACTIVE / (none) / Revoked Licensing Board,2,2884628,0.0,1990.0,1990.0,2004.0,2.0,1983,2016,2026,RARE: <0.01% of state,Revoked Licensing Board,
NC,INACTIVE / (none) / Vol. Surrender,1,2884628,0.0,2010.0,2010.0,2010.0,1.0,1983,2016,2026,RARE: <0.01% of state,Vol. Surrender,
NC,INACTIVE / PENDING_INACTIVE / Applied To Withdraw,1,2884628,0.0,2005.0,2005.0,2005.0,1.0,1983,2016,2026,RARE: <0.01% of state,Applied To Withdraw,
ND,ACTIVE / GOOD_STANDING / Active,148248,398400,37.211,1992.0,2021.0,2026.0,148248.0,1983,2013,2025,,Active,
ND,INACTIVE / (none) / Inactive - Involuntary,118678,398400,29.789,1972.0,2011.0,2023.0,118678.0,1983,2013,2025,,Inactive - Involuntary,
ND,INACTIVE / (none) / Inactive - Expired,71065,398400,17.838,1990.0,2010.0,2020.0,71065.0,1983,2013,2025,,Inactive - Expired,
ND,INACTIVE / (none) / Inactive - Voluntary,52022,398400,13.058,1983.0,2009.0,2022.0,52022.0,1983,2013,2025,,Inactive - Voluntary,
ND,INACTIVE / (none) / Inactive - Merged,5049,398400,1.267,1952.0,1997.0,2017.0,5049.0,1983,2013,2025,,Inactive - Merged,
ND,ACTIVE / NOT_GOOD_STANDING / Active,2735,398400,0.686,1992.0,2020.0,2025.0,2735.0,1983,2013,2025,,Active,
ND,INACTIVE / (none) / Inactive - Converted Out,407,398400,0.102,1991.0,2003.0,2018.0,407.0,1983,2013,2025,,Inactive - Converted Out,
ND,INACTIVE / (none) / Inactive - Domesticated,87,398400,0.022,1996.0,2016.0,2024.0,87.0,1983,2013,2025,,Inactive - Domesticated,
ND,INACTIVE / (none) / Inactive - Consolidated,82,398400,0.021,1893.0,1924.0,1988.0,82.0,1983,2013,2025,,Inactive - Consolidated,
ND,INACTIVE / (none) / Inactive - Terminated by Order,24,398400,0.006,1958.0,2015.0,2020.0,24.0,1983,2013,2025,RARE: <0.01% of state,Inactive - Terminated by Order,
ND,INACTIVE / (none) / Inactive - Cancelled,2,398400,0.001,2014.0,2014.0,2024.0,2.0,1983,2013,2025,RARE: <0.01% of state,Inactive - Cancelled,
ND,INACTIVE / (none) / Inactive - Void Filing Error,1,398400,0.0,2026.0,2026.0,2026.0,1.0,1983,2013,2025,RARE: <0.01% of state,Inactive - Void Filing Error,
NE,INACTIVE / (none) / Inactive,269928,496001,54.421,1973.0,2004.0,2022.0,269928.0,1975,2012,2025,,Inactive,
NE,ACTIVE / (none) / Active,225299,496001,45.423,1983.0,2019.0,2026.0,225299.0,1975,2012,2025,,Active,
NE,INACTIVE / (none) / Suspended,774,496001,0.156,2002.0,2022.0,2025.0,774.0,1975,2012,2025,,Suspended,
NH,ACTIVE / GOOD_STANDING / Good Standing,168532,539805,31.221,1992.0,2020.0,2026.0,168530.0,1969,2011,2025,,Good Standing,
NH,INACTIVE / DISSOLVED / Dissolved,95245,539805,17.644,1967.0,1994.0,2021.0,94413.0,1969,2011,2025,,Dissolved,
NH,INACTIVE / DISSOLVED / Admin Dissolution,80754,539805,14.96,1925.0,2003.0,2013.0,80741.0,1969,2011,2025,,Admin Dissolution,
NH,INACTIVE / DISSOLVED / Administratively Dissolved,50435,539805,9.343,1996.0,2016.0,2021.0,50435.0,1969,2011,2025,,Administratively Dissolved,
NH,INACTIVE / DISSOLVED / Administratively Dissolved Name Protection,27500,539805,5.094,2003.0,2022.0,2024.0,27500.0,1969,2011,2025,,Administratively Dissolved Name Protection,status UNKNOWN->INACTIVE (dissolved)
NH,INACTIVE / (none) / Admin. Suspension,26113,539805,4.837,1974.0,1999.0,2012.0,26112.0,1969,2011,2025,,Admin. Suspension,
NH,INACTIVE / (none) / Rejected,15176,539805,2.811,2017.0,2021.0,2024.0,15176.0,1969,2011,2025,,Rejected,
NH,INACTIVE / (none) / Hold,13451,539805,2.492,2024.0,2026.0,2026.0,13451.0,1969,2011,2025,NEW: 95% of filings after 2024,Hold,
NH,INACTIVE / (none) / Withdrawn,10729,539805,1.988,1966.0,2002.0,2020.0,10726.0,1969,2011,2025,,Withdrawn,
NH,INACTIVE / (none) / Administratively Suspended,9339,539805,1.73,1999.0,2016.0,2022.0,9339.0,1969,2011,2025,,Administratively Suspended,
NH,INACTIVE / DISSOLVED / Admin Diss LLP-CC-NP,9029,539805,1.673,1904.0,1984.0,2011.0,8937.0,1969,2011,2025,,Admin Diss LLP-CC-NP,
NH,INACTIVE / (none) / Merged,7638,539805,1.415,1958.0,1992.0,2019.0,7620.0,1969,2011,2025,,Merged,
NH,UNKNOWN / (none) / Reserved Name Expired,7552,539805,1.399,2005.0,2015.0,2025.0,7552.0,1969,2011,2025,,Reserved Name Expired,
NH,INACTIVE / (none) / Administratively Suspended Name Protection,4431,539805,0.821,2002.0,2021.0,2025.0,4431.0,1969,2011,2025,,Administratively Suspended Name Protection,
NH,ACTIVE / (none) / Active,3670,539805,0.68,1969.0,1996.0,2023.0,3317.0,1969,2011,2025,,Active,
NH,INACTIVE / (none) / Withdrawn by Merger,2566,539805,0.475,1970.0,1997.0,2010.0,2565.0,1969,2011,2025,,Withdrawn by Merger,
NH,INACTIVE / (none) / Expired,1847,539805,0.342,1982.0,1986.0,2011.0,1069.0,1969,2011,2025,,Expired,
NH,ACTIVE / NOT_GOOD_STANDING / Not In Good Standing,1768,539805,0.328,1991.0,2021.0,2024.0,1766.0,1969,2011,2025,,Not In Good Standing,
NH,UNKNOWN / (none) / Rejection Name Protected,1342,539805,0.249,2024.0,2026.0,2026.0,1342.0,1969,2011,2025,NEW: 95% of filings after 2024,Rejection Name Protected,
NH,INACTIVE / (none) / Non-Qualified,633,539805,0.117,2004.0,2019.0,2025.0,633.0,1969,2011,2025,,Non-Qualified,
NH,INACTIVE / DISSOLVED / Dissolved Name Protected,582,539805,0.108,1980.0,2011.0,2025.0,582.0,1969,2011,2025,,Dissolved Name Protected,status UNKNOWN->INACTIVE (dissolved)
NH,INACTIVE / (none) / Inactive,349,539805,0.065,1900.0,1983.0,2000.0,327.0,1969,2011,2025,RETIRED: 95% of filings before 2000 (state median 2011),Inactive,
NH,INACTIVE / (none) / Surrendered,263,539805,0.049,1984.0,2015.0,2023.0,263.0,1969,2011,2025,,Surrendered,
NH,INACTIVE / (none) / Creation Inactive,179,539805,0.033,1985.0,2005.0,2019.0,179.0,1969,2011,2025,,Creation Inactive,
NH,ACTIVE / PENDING_INACTIVE / Pending Dissolution,152,539805,0.028,1995.0,2019.0,2024.0,152.0,1969,2011,2025,,Pending Dissolution,
NH,UNKNOWN / (none) / Reserved Name,139,539805,0.026,2025.0,2026.0,2026.0,138.0,1969,2011,2025,NEW: 95% of filings after 2025,Reserved Name,
NH,UNKNOWN / (none) / Reserved Name Cancelled,116,539805,0.021,2016.0,2019.0,2026.0,116.0,1969,2011,2025,,Reserved Name Cancelled,
NH,INACTIVE / (none) / Forfeited,82,539805,0.015,1831.0,1924.0,2016.0,57.0,1969,2011,2025,,Forfeited,
NH,INACTIVE / (none) / Transaction Inactive,79,539805,0.015,2004.0,2024.0,2026.0,79.0,1969,2011,2025,,Transaction Inactive,
NH,INACTIVE / (none) / Acceptance Inactive,36,539805,0.007,1999.0,2014.0,2024.0,36.0,1969,2011,2025,RARE: <0.01% of state,Acceptance Inactive,
NH,ACTIVE / (none) / Domesticated,14,539805,0.003,1923.0,2006.0,2014.0,14.0,1969,2011,2025,RARE: <0.01% of state,Domesticated,
NH,ACTIVE / PENDING_INACTIVE / Pending Merged,13,539805,0.002,1993.0,2016.0,2026.0,13.0,1969,2011,2025,RARE: <0.01% of state,Pending Merged,
NH,UNKNOWN / (none) / Converted,12,539805,0.002,1855.0,1991.0,2003.0,12.0,1969,2011,2025,RARE: <0.01% of state,Converted,
NH,INACTIVE / PENDING_ACTIVE / Future Effective,7,539805,0.001,1985.0,2022.0,2026.0,7.0,1969,2011,2025,RARE: <0.01% of state,Future Effective,status UNKNOWN->INACTIVE (pending activation)
NH,INACTIVE / (none) / Consolidated Inactive,7,539805,0.001,1965.0,1983.0,1989.0,6.0,1969,2011,2025,RARE: <0.01% of state,Consolidated Inactive,
NH,INACTIVE / PENDING_ACTIVE / InProcess,7,539805,0.001,1998.0,2016.0,2017.0,7.0,1969,2011,2025,RARE: <0.01% of state,InProcess,status UNKNOWN->INACTIVE (pending activation)
NH,ACTIVE / PENDING_INACTIVE / Pending Merger,5,539805,0.001,2010.0,2018.0,2025.0,5.0,1969,2011,2025,RARE: <0.01% of state,Pending Merger,
NH,INACTIVE / (none) / Reserved Name Expired,3,539805,0.001,2006.0,2013.0,2014.0,3.0,1969,2011,2025,RARE: <0.01% of state,Reserved Name Expired,
NH,INACTIVE / DISSOLVED / Parent/Owner Dissolved,2,539805,0.0,1980.0,1980.0,1987.0,2.0,1969,2011,2025,RARE: <0.01% of state,Parent/Owner Dissolved,
NH,ACTIVE / (none) / Consolidated,2,539805,0.0,1942.0,1942.0,1944.0,2.0,1969,2011,2025,RARE: <0.01% of state,Consolidated,
NH,ACTIVE / (none) / Pending Domestication,2,539805,0.0,2014.0,2014.0,2023.0,2.0,1969,2011,2025,RARE: <0.01% of state,Pending Domestication,
NH,INACTIVE / (none) / Converted,1,539805,0.0,,,,0.0,1969,2011,2025,RARE: <0.01% of state,Converted,
NH,INACTIVE / (none) / Non-Registered,1,539805,0.0,2011.0,2011.0,2011.0,1.0,1969,2011,2025,RARE: <0.01% of state,Non-Registered,
NH,INACTIVE / (none) / Terminated,1,539805,0.0,2024.0,2024.0,2024.0,1.0,1969,2011,2025,RARE: <0.01% of state,Terminated,
NH,INACTIVE / (none) / Objection,1,539805,0.0,2004.0,2004.0,2004.0,1.0,1969,2011,2025,RARE: <0.01% of state,Objection,
NJ,UNKNOWN / (none) / (none),3808933,3808933,100.0,1973.0,2011.0,2025.0,3808077.0,1973,2011,2025,,(none),
NM,ACTIVE / (none) / Active,488091,727736,67.07,2000.0,2020.0,2026.0,488091.0,1969,2015,2026,,Active,
NM,INACTIVE / (none) / Revoked Final,122231,727736,16.796,1960.0,1991.0,2014.0,122231.0,1969,2015,2026,,Revoked Final,
NM,INACTIVE / DISSOLVED / Dissolved,26721,727736,3.672,1985.0,2016.0,2025.0,26721.0,1969,2015,2026,,Dissolved,
NM,INACTIVE / DISSOLVED / Voluntary Dissolution,24162,727736,3.32,1900.0,1992.0,2012.0,24162.0,1969,2015,2026,,Voluntary Dissolution,
NM,INACTIVE / (none) / Withdrawal,12631,727736,1.736,1934.0,1986.0,2008.0,12631.0,1969,2015,2026,,Withdrawal,
NM,INACTIVE / (none) / Merged,10041,727736,1.38,1952.0,1987.0,2012.0,10041.0,1969,2015,2026,,Merged,
NM,INACTIVE / (none) / Revoked,8416,727736,1.156,1995.0,2019.0,2025.0,8416.0,1969,2015,2026,,Revoked,
NM,INACTIVE / (none) / Cancelled,7817,727736,1.074,1991.0,2010.0,2021.0,7817.0,1969,2015,2026,,Cancelled,
NM,INACTIVE / (none) / Existence Expired,6731,727736,0.925,1889.0,1925.0,1998.0,6731.0,1969,2015,2026,RETIRED: 95% of filings before 1998 (state median 2015),Existence Expired,
NM,INACTIVE / (none) / Involuntarily Stricken,4187,727736,0.575,1955.0,1969.0,1974.0,4187.0,1969,2015,2026,RETIRED: 95% of filings before 1974 (state median 2015),Involuntarily Stricken,
NM,ACTIVE / PENDING_INACTIVE / Statement Of Intent To Dissolve,4086,727736,0.561,1963.0,1989.0,2012.0,4086.0,1969,2015,2026,,Statement Of Intent To Dissolve,
NM,ACTIVE / (none) / New Corporation,2886,727736,0.397,1953.0,2015.0,2024.0,2886.0,1969,2015,2026,,New Corporation,
NM,INACTIVE / (none) / Final Report,2379,727736,0.327,1981.0,2006.0,2020.0,2379.0,1969,2015,2026,,Final Report,
NM,INACTIVE / (none) / Cancellation Of Registration,1666,727736,0.229,2000.0,2009.0,2025.0,1666.0,1969,2015,2026,,Cancellation Of Registration,
NM,INACTIVE / (none) / Withdrawn,1534,727736,0.211,1987.0,2010.0,2019.0,1534.0,1969,2015,2026,,Withdrawn,
NM,UNKNOWN / (none) / Process Of Appeal,1364,727736,0.187,1900.0,1938.0,1955.0,1364.0,1969,2015,2026,RETIRED: 95% of filings before 1955 (state median 2015),Process Of Appeal,
NM,INACTIVE / (none) / Expired,822,727736,0.113,2025.0,2025.0,2026.0,822.0,1969,2015,2026,,Expired,
NM,INACTIVE / (none) / Merged Out of Existence,534,727736,0.073,1982.0,2012.0,2021.0,534.0,1969,2015,2026,,Merged Out of Existence,
NM,INACTIVE / (none) / Pending Initial Report,330,727736,0.045,2025.0,2026.0,2026.0,330.0,1969,2015,2026,,Pending Initial Report,
NM,ACTIVE / (none) / Bankruptcy-Receivership,223,727736,0.031,1913.0,1975.0,2001.0,223.0,1969,2015,2026,RETIRED: 95% of filings before 2001 (state median 2015),Bankruptcy-Receivership,
NM,INACTIVE / (none) / Suspension,174,727736,0.024,1978.0,2006.0,2021.0,174.0,1969,2015,2026,,Suspension,
NM,INACTIVE / (none) / Conversion,136,727736,0.019,1968.0,1998.0,2011.0,136.0,1969,2015,2026,,Conversion,
NM,INACTIVE / (none) / Exempt,121,727736,0.017,1953.0,1997.0,2014.0,121.0,1969,2015,2026,,Exempt,
NM,INACTIVE / (none) / Consolidated,111,727736,0.015,1892.0,1958.0,1988.0,111.0,1969,2015,2026,RETIRED: 95% of filings before 1988 (state median 2015),Consolidated,
NM,INACTIVE / (none) / Registered,56,727736,0.008,2024.0,2025.0,2026.0,56.0,1969,2015,2026,RARE: <0.01% of state,Registered,
NM,UNKNOWN / (none) / Non-Filer,54,727736,0.007,2001.0,2011.0,2011.0,54.0,1969,2015,2026,RARE: <0.01% of state,Non-Filer,
NM,INACTIVE / DISSOLVED / Admin Dissolution,49,727736,0.007,1988.0,2000.0,2012.0,49.0,1969,2015,2026,RARE: <0.01% of state,Admin Dissolution,
NM,INACTIVE / PENDING_ACTIVE / Future Effective,37,727736,0.005,2024.0,2025.0,2025.0,37.0,1969,2015,2026,RARE: <0.01% of state,Future Effective,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
NM,INACTIVE / (none) / Returned Report,36,727736,0.005,1959.0,2000.0,2007.0,36.0,1969,2015,2026,RARE: <0.01% of state,Returned Report,
NM,INACTIVE / (none) / Forfeited,34,727736,0.005,1946.0,2015.0,2022.0,34.0,1969,2015,2026,RARE: <0.01% of state,Forfeited,
NM,INACTIVE / (none) / Administrative Revocation,23,727736,0.003,2025.0,2026.0,2026.0,23.0,1969,2015,2026,RARE: <0.01% of state,Administrative Revocation,
NM,INACTIVE / (none) / Inactive,17,727736,0.002,1952.0,2020.0,2022.0,17.0,1969,2015,2026,RARE: <0.01% of state,Inactive,
NM,INACTIVE / DISSOLVED / Statement Of Intent To Dissolve,14,727736,0.002,2024.0,2025.0,2026.0,14.0,1969,2015,2026,RARE: <0.01% of state,Statement Of Intent To Dissolve,
NM,INACTIVE / (none) / Converted,8,727736,0.001,2004.0,2017.0,2023.0,8.0,1969,2015,2026,RARE: <0.01% of state,Converted,
NM,ACTIVE / NOT_GOOD_STANDING / Not In Good Standing,4,727736,0.001,2008.0,2012.0,2012.0,4.0,1969,2015,2026,RARE: <0.01% of state,Not In Good Standing,
NM,ACTIVE / (none) / (none),3,727736,0.0,2011.0,2019.0,2022.0,3.0,1969,2015,2026,RARE: <0.01% of state,(none),
NM,INACTIVE / (none) / Pending Administrative Revocation,3,727736,0.0,2025.0,2026.0,2026.0,3.0,1969,2015,2026,RARE: <0.01% of state,Pending Administrative Revocation,
NM,INACTIVE / (none) / Tax Clearance,3,727736,0.0,1988.0,2011.0,2019.0,3.0,1969,2015,2026,RARE: <0.01% of state,Tax Clearance,
NM,INACTIVE / (none) / Converted Out of Existence,1,727736,0.0,2007.0,2007.0,2007.0,1.0,1969,2015,2026,RARE: <0.01% of state,Converted Out of Existence,
NV,INACTIVE / (none) / Permanently Revoked,794283,1986572,39.983,1995.0,2006.0,2016.0,794283.0,1995,2010,2025,,Permanently Revoked,
NV,ACTIVE / (none) / Active,395882,1986572,19.928,1999.0,2021.0,2026.0,395882.0,1995,2010,2025,,Active,
NV,INACTIVE / DISSOLVED / Dissolved,356470,1986572,17.944,1996.0,2009.0,2022.0,356470.0,1995,2010,2025,,Dissolved,
NV,INACTIVE / (none) / Revoked,180695,1986572,9.096,2007.0,2021.0,2024.0,180695.0,1995,2010,2025,,Revoked,
NV,INACTIVE / (none) / (none),82450,1986572,4.15,1985.0,2008.0,2017.0,82450.0,1995,2010,2025,,(none),
NV,INACTIVE / (none) / Default,54574,1986572,2.747,2006.0,2023.0,2025.0,54574.0,1995,2010,2025,,Default,
NV,INACTIVE / (none) / Cancelled,31989,1986572,1.61,1992.0,2007.0,2022.0,31989.0,1995,2010,2025,,Cancelled,
NV,INACTIVE / (none) / Withdrawn,24761,1986572,1.246,1987.0,2006.0,2022.0,24761.0,1995,2010,2025,,Withdrawn,
NV,INACTIVE / (none) / Merged,19229,1986572,0.968,1976.0,1998.0,2013.0,19229.0,1995,2010,2025,,Merged,
NV,INACTIVE / (none) / Administrative Hold,13287,1986572,0.669,1997.0,2010.0,2026.0,13287.0,1995,2010,2025,,Administrative Hold,
NV,ACTIVE / (none) / (none),12041,1986572,0.606,1997.0,2015.0,2019.0,12041.0,1995,2010,2025,,(none),
NV,INACTIVE / (none) / Converted Out,7054,1986572,0.355,1993.0,2008.0,2022.0,7054.0,1995,2010,2025,,Converted Out,
NV,INACTIVE / (none) / Expired,5286,1986572,0.266,1987.0,1996.0,2008.0,5286.0,1995,2010,2025,,Expired,
NV,INACTIVE / (none) / Terminated,3698,1986572,0.186,1988.0,2008.0,2020.0,3698.0,1995,2010,2025,,Terminated,
NV,INACTIVE / (none) / Merge Dissolved,2307,1986572,0.116,1991.0,2014.0,2024.0,2307.0,1995,2010,2025,,Merge Dissolved,
NV,INACTIVE / (none) / Converted,1808,1986572,0.091,1992.0,2017.0,2024.0,1808.0,1995,2010,2025,,Converted,
NV,INACTIVE / (none) / ILOReject,331,1986572,0.017,2019.0,2021.0,2025.0,331.0,1995,2010,2025,,ILOReject,
NV,INACTIVE / (none) / Removed by Statute,193,1986572,0.01,1962.0,1984.0,1991.0,193.0,1995,2010,2025,RETIRED: 95% of filings before 1991 (state median 2010),Removed by Statute,
NV,INACTIVE / (none) / ILOPending,84,1986572,0.004,2019.0,2020.0,2026.0,84.0,1995,2010,2025,RARE: <0.01% of state,ILOPending,
NV,ACTIVE / PENDING_INACTIVE / Pending Dissolution,63,1986572,0.003,1999.0,2020.0,2025.0,63.0,1995,2010,2025,RARE: <0.01% of state,Pending Dissolution,
NV,INACTIVE / (none) / Deleted,63,1986572,0.003,2019.0,2020.0,2025.0,63.0,1995,2010,2025,RARE: <0.01% of state,Deleted,
NV,ACTIVE / PENDING_INACTIVE / Pending Merger,9,1986572,0.0,1981.0,2004.0,2020.0,9.0,1995,2010,2025,RARE: <0.01% of state,Pending Merger,
NV,ACTIVE / PENDING_INACTIVE / Pending Withdrawal,8,1986572,0.0,2009.0,2019.0,2026.0,8.0,1995,2010,2025,RARE: <0.01% of state,Pending Withdrawal,
NV,ACTIVE / (none) / Registered,5,1986572,0.0,2017.0,2019.0,2024.0,5.0,1995,2010,2025,RARE: <0.01% of state,Registered,
NV,ACTIVE / (none) / Pending,1,1986572,0.0,2026.0,2026.0,2026.0,1.0,1995,2010,2025,RARE: <0.01% of state,Pending,
NV,ACTIVE / (none) / Reserved,1,1986572,0.0,2018.0,2018.0,2018.0,1.0,1995,2010,2025,RARE: <0.01% of state,Reserved,
NY,ACTIVE / (none) / Active,4283002,7196339,59.516,1983.0,2017.0,2025.0,4283001.0,1975,2009,2025,,Active,
NY,INACTIVE / (none) / Inactive,2752947,7196339,38.255,1970.0,1994.0,2017.0,2752945.0,1975,2009,2025,,Inactive,
NY,UNKNOWN / (none) / (none),142859,7196339,1.985,2003.0,2024.0,2026.0,142859.0,1975,2009,2025,,(none),
NY,INACTIVE / (none) / Suspended,8350,7196339,0.116,2000.0,2015.0,2023.0,8350.0,1975,2009,2025,,Suspended,
NY,ACTIVE / (none) / (none),6664,7196339,0.093,2025.0,2026.0,2026.0,6658.0,1975,2009,2025,NEW: 95% of filings after 2025,(none),
NY,INACTIVE / (none) / Active,1638,7196339,0.023,1961.0,2007.0,2024.0,1638.0,1975,2009,2025,,Active,
NY,INACTIVE / (none) / (none),879,7196339,0.012,1985.0,2013.0,2015.0,879.0,1975,2009,2025,,(none),
OH,ACTIVE / (none) / Active,2266181,3275923,69.177,1995.0,2018.0,2026.0,2265996.0,1969,2013,2025,,Active,
OH,INACTIVE / (none) / Dead,479656,3275923,14.642,1930.0,2000.0,2022.0,479656.0,1969,2013,2025,,Dead,
OH,INACTIVE / (none) / Cancelled - Name Reserved,391348,3275923,11.946,1952.0,1985.0,2006.0,391348.0,1969,2013,2025,,Cancelled - Name Reserved,
OH,UNKNOWN / (none) / Unknown,125830,3275923,3.841,1931.0,1998.0,2020.0,125830.0,1969,2013,2025,,Unknown,
OH,INACTIVE / (none) / Cancelled - Name not Reserved,8861,3275923,0.27,1978.0,2019.0,2023.0,8861.0,1969,2013,2025,,Cancelled - Name not Reserved,
OH,INACTIVE / (none) / (none),3123,3275923,0.095,2018.0,2020.0,2022.0,3123.0,1969,2013,2025,,(none),
OH,ACTIVE / (none) / (none),605,3275923,0.018,2019.0,2019.0,2020.0,605.0,1969,2013,2025,,(none),
OH,INACTIVE / (none) / Fraudulent,319,3275923,0.01,2024.0,2025.0,2026.0,319.0,1969,2013,2025,NEW: 95% of filings after 2024,Fraudulent,
OK,ACTIVE / (none) / In Existence,412864,1454675,28.382,1978.0,2019.0,2026.0,412863.0,1954,2012,2025,,In Existence,
OK,INACTIVE / (none) / Cancelled,334090,1454675,22.967,1997.0,2014.0,2021.0,334090.0,1954,2012,2025,,Cancelled,
OK,INACTIVE / (none) / OTC Suspension,226252,1454675,15.553,1966.0,1990.0,2014.0,226251.0,1954,2012,2025,,OTC Suspension,
OK,INACTIVE / (none) / Inactive,167477,1454675,11.513,2001.0,2022.0,2025.0,167476.0,1954,2012,2025,,Inactive,
OK,INACTIVE / DISSOLVED / Dissolved,112122,1454675,7.708,1951.0,2004.0,2023.0,112122.0,1954,2012,2025,,Dissolved,
OK,INACTIVE / (none) / Expired,88814,1454675,6.105,1907.0,1962.0,2016.0,88811.0,1954,2012,2025,,Expired,
OK,INACTIVE / (none) / Withdrawn,43937,1454675,3.02,1929.0,1998.0,2021.0,43935.0,1954,2012,2025,,Withdrawn,
OK,ACTIVE / (none) / Report Notice Sent,21925,1454675,1.507,2003.0,2020.0,2025.0,21925.0,1954,2012,2025,,Report Notice Sent,
OK,INACTIVE / (none) / Merged,17376,1454675,1.194,1948.0,1984.0,2015.0,17375.0,1954,2012,2025,,Merged,
OK,INACTIVE / (none) / Ousted,11475,1454675,0.789,1960.0,1984.0,2018.0,11474.0,1954,2012,2025,,Ousted,
OK,INACTIVE / (none) / Converted,6762,1454675,0.465,1975.0,2005.0,2022.0,6762.0,1954,2012,2025,,Converted,
OK,ACTIVE / NOT_GOOD_STANDING / Past Due Report,4633,1454675,0.318,2009.0,2023.0,2024.0,4633.0,1954,2012,2025,,Past Due Report,
OK,INACTIVE / (none) / Deleted,3408,1454675,0.234,2005.0,2019.0,2025.0,3407.0,1954,2012,2025,,Deleted,
OK,ACTIVE / (none) / RA Notice Sent,2888,1454675,0.199,2006.0,2020.0,2025.0,2888.0,1954,2012,2025,,RA Notice Sent,
OK,INACTIVE / (none) / Terminated,306,1454675,0.021,1977.0,2004.0,2020.0,306.0,1954,2012,2025,,Terminated,
OK,INACTIVE / (none) / Consolidated,203,1454675,0.014,1916.0,1968.0,2004.0,203.0,1954,2012,2025,,Consolidated,
OK,INACTIVE / (none) / Vol. Cancelled,61,1454675,0.004,1973.0,1995.0,2003.0,61.0,1954,2012,2025,RARE: <0.01% of state,Vol. Cancelled,
OK,ACTIVE / PENDING_INACTIVE / Impending Ouster,49,1454675,0.003,1962.0,2009.0,2024.0,49.0,1954,2012,2025,RARE: <0.01% of state,Impending Ouster,
OK,INACTIVE / DISSOLVED / Judicially Dissolved,33,1454675,0.002,1953.0,1995.0,2014.0,33.0,1954,2012,2025,RARE: <0.01% of state,Judicially Dissolved,
OR,INACTIVE / (none) / INACTIVE,997042,1445883,68.957,1983.0,2009.0,2023.0,997042.0,1984,2013,2025,,INACTIVE,
OR,ACTIVE / (none) / ACTIVE,448841,1445883,31.043,1995.0,2021.0,2026.0,448841.0,1984,2013,2025,,ACTIVE,
PA,ACTIVE / GOOD_STANDING / Active,2836162,3274722,86.608,1951.0,2012.0,2025.0,2836162.0,1919,2010,2025,,Active,
PA,ACTIVE / (none) / Active - County Orphan,153947,3274722,4.701,1880.0,1921.0,1967.0,153947.0,1919,2010,2025,RETIRED: 95% of filings before 1967 (state median 2010),Active - County Orphan,
PA,INACTIVE / (none) / Inactive - Withdrawn - Consolidated Inactive,126488,3274722,3.863,1753.0,1967.0,1998.0,126488.0,1919,2010,2025,RETIRED: 95% of filings before 1998 (state median 2010),Inactive - Withdrawn - Consolidated Inactive,
PA,INACTIVE / (none) / Inactive - Cancelled,50708,3274722,1.548,1978.0,2005.0,2016.0,50708.0,1919,2010,2025,,Inactive - Cancelled,
PA,INACTIVE / (none) / Inactive - Terminated,44739,3274722,1.366,2003.0,2018.0,2025.0,44739.0,1919,2010,2025,,Inactive - Terminated,
PA,INACTIVE / (none) / Inactive - Merged Out,17373,3274722,0.531,1956.0,2002.0,2018.0,17373.0,1919,2010,2025,,Inactive - Merged Out,
PA,INACTIVE / DISSOLVED / Inactive - Dissolved,11000,3274722,0.336,1973.0,2012.0,2024.0,11000.0,1919,2010,2025,,Inactive - Dissolved,
PA,ACTIVE / PENDING_INACTIVE / Active - Dissolved,8582,3274722,0.262,2007.0,2021.0,2025.0,8582.0,1919,2010,2025,,Active - Dissolved,ACTIVE+DISSOLVED -> PENDING_INACTIVE (winding up)
